time,open,high,low,close,Volume,Volume MA
1643317140,4328.16,4329.03,4325.88,4325.88,50057600,16984782.5
1643317200,4326.13,4326.49,4326.13,4326.49,144108500,23837670.5
1643317320,4326.52,4326.52,4326.48,4326.51,56833500,26060295.5
1643317380,4326.5,4326.52,4326.49,4326.49,39535600,27530726
1643317440,4326.5,4326.52,4326.5,4326.52,4580800,27327562.5
1643317500,4326.53,4326.53,4326.5,4326.5,13356800,27497316
1643380200,4336.19,4342.56,4336.19,4342.5,25434448,28165316.4
1643380260,4342.66,4342.99,4331.84,4332.91,14799716,28323179.2
1643380320,4333.02,4333.02,4322.48,4323.23,12115513,28170112.85
1643380380,4323.06,4324.74,4316.37,4316.67,10071776,28084302.15
1643380440,4316.73,4318.28,4313.29,4313.29,11730273,27949876.8
1643380500,4313.26,4313.99,4301.54,4302.28,13330748,27538401.2
1643380560,4302.22,4307.4,4299.98,4300.58,11615574,27498406.4
1643380620,4300.58,4306.31,4300.58,4304.33,10597044,27270694.1
1643380680,4304.63,4304.94,4300.45,4303.72,9555558,27105611.5
1643380740,4303.79,4304.51,4300.69,4303.8,9420489,26767667.45
1643380800,4303.46,4306.08,4300.55,4305.3,9520174,26009049.15
1643380860,4305.45,4305.88,4299.98,4305.23,9789883,25458555.3
1643380920,4305.16,4305.16,4299.6,4301.61,8314376,24580420.6
1643380980,4301.54,4305.64,4301.5,4302.98,9391935,23708015.35
1643381040,4302.92,4303.11,4299.5,4300.06,8958851,21653077.9
1643381100,4300.05,4301.71,4295.45,4298.59,10743615,14984833.65
1643381160,4298.25,4300.75,4296.03,4296.03,44967122,14391514.75
1643381220,4295.71,4295.73,4294.33,4294.83,9584350,12893952.25
1643381280,4294.52,4298.68,4292.98,4298.68,10486450,13189234.75
1643381340,4298.53,4304.74,4298.53,4299.3,11524940,13097641.75
1643381400,4299.29,4302.39,4296.59,4302.39,8520440,12251941.35
1643381460,4302.97,4309.93,4302.79,4307.22,10356320,12029771.55
1643381520,4307.64,4309.57,4306.19,4306.71,8609330,11854462.4
1643381580,4306.85,4310.04,4303.93,4303.93,9370450,11819396.1
1643381640,4303.8,4303.8,4297.62,4301.91,10781230,11771943.95
1643381700,4302.83,4302.83,4297.62,4297.62,8147640,11512788.55
1643381760,4298.08,4301.87,4297.03,4300.96,9875810,11425800.35
1643381820,4300.36,4304.41,4300.28,4303.06,8187030,11305299.65
1643381880,4302.7,4302.81,4298.24,4299.12,7608820,11207962.75
1643381940,4298.59,4299.03,4294.23,4297.44,9383670,11206121.8
1643382000,4298.42,4301.89,4296.56,4296.56,10299540,11245090.1
1643382060,4296.33,4296.82,4292.46,4294.86,9531310,11232161.45
1643382120,4295.22,4295.75,4293.59,4294.84,7373470,11185116.15
1643382180,4294.61,4298.97,4292.72,4297.82,9616710,11196354.9
1643382240,4297.92,4302.34,4297.92,4299.72,7372930,11117058.85
1643382300,4299.67,4304.23,4298.84,4304.15,8053740,10982565.1
1643382360,4304.28,4304.28,4298.45,4300.84,8077740,9138096
1643382420,4300.78,4303.53,4299.72,4302.86,6537740,8985765.5
1643382480,4302.83,4308.13,4301.68,4302.42,9229140,8922900
1643382540,4302.74,4308.83,4302.1,4307.9,6985360,8695921
1643382600,4307.71,4315.47,4307.61,4314.9,9692190,8754508.5
1643382660,4315.01,4320.14,4313.71,4319.6,8013490,8637367
1643382720,4319.72,4320.93,4319.03,4319.03,8130140,8613407.5
1643382780,4319.31,4319.54,4313.27,4313.64,9686610,8629215.5
1643382840,4313.53,4316.14,4313.53,4315.19,6995350,8439921.5
1643382900,4315.52,4322.87,4314.49,4322.53,9281210,8496600
1643382960,4322.27,4323.95,4319.15,4323.95,7768510,8391235
1643383020,4324.56,4324.56,4321.93,4323.13,6753790,8319573
1643383080,4323.23,4329.14,4322.77,4329.11,7777660,8328015
1643383140,4329.16,4334.58,4329.16,4334.58,8467990,8282231
1643383200,4334.58,4334.58,4331.03,4331.96,7635240,8149016
1643383260,4332.15,4335.97,4332.15,4335.02,7839410,8064421
1643383320,4334.75,4334.75,4325.31,4326.2,9442450,8167870
1643383380,4326.19,4326.96,4321.88,4324.59,7636800,8068874.5
1643383440,4324.28,4324.37,4320.77,4323.42,7175590,8059007.5
1643383500,4323.38,4325.27,4322.54,4323.09,6296090,7971125
1643383560,4323.69,4326.18,4322.93,4322.93,6093360,7871906
1643383620,4321.46,4322.89,4317.66,4319.35,8247740,7957406
1643383680,4319.52,4319.52,4314.48,4314.96,7622620,7877080
1643383740,4314.66,4319.27,4314.66,4319.27,7129870,7884305.5
1643383800,4319.67,4321.76,4315.96,4321.72,8607740,7830083
1643383860,4321.3,4321.3,4318.34,4319.82,6825860,7770701.5
1643383920,4319.9,4319.9,4314.8,4315.09,6062870,7667338
1643383980,4315.07,4315.24,4309.14,4311.58,7290210,7547518
1643384040,4311.52,4311.77,4308.09,4308.95,6568260,7526163.5
1643384100,4309,4311.4,4309,4310.69,6226070,7373406.5
1643384160,4310.51,4316.3,4310.1,4314.55,7190360,7344499
1643384220,4314.5,4323.45,4314.5,4321.04,8422210,7427920
1643384280,4321.05,4325.73,4320.86,4323.81,7036130,7390843.5
1643384340,4323.77,4323.77,4318.26,4319.38,6804570,7307672.5
1643384400,4319.41,4319.41,4315.52,4316.53,6895330,7270677
1643384460,4316.63,4318.66,4313.44,4314.56,7813340,7269373.5
1643384520,4314.59,4314.88,4305.49,4306.36,8615580,7228030
1643384580,4306.29,4308.02,4306.18,4307.59,5946640,7143522
1643384640,4307.51,4307.93,4306.14,4307.49,6235330,7096509
1643384700,4307.44,4310.79,4306.72,4308.78,7748550,7169132
1643384760,4308.86,4315.12,4308.86,4313.47,6835100,7206219
1643384820,4313.67,4325.62,4313.67,4323.82,8936550,7240659.5
1643384880,4324.06,4324.52,4322.36,4322.36,5502190,7134638
1643384940,4322.51,4332.66,4322.51,4332.27,8519860,7204137.5
1643385000,4332.42,4335.58,4332.42,4334.3,7808300,7164165.5
1643385060,4334.31,4334.69,4330.85,4332.02,7425600,7194152.5
1643385120,4332.17,4333.96,4331.26,4333.55,6515700,7216794
1643385180,4333.39,4338.65,4333.39,4338.65,7337660,7219166.5
1643385240,4338.56,4342.36,4337.07,4342.26,7264460,7253976.5
1643385300,4342.08,4342.4,4337.52,4339.29,7379710,7311658.5
1643385360,4339.21,4339.21,4333.84,4335.19,7451480,7324714.5
1643385420,4335.16,4340.41,4334.22,4339.49,7538340,7280521
1643385480,4339.38,4341.49,4338.75,4341.11,6425050,7249967
1643385540,4341.24,4346.78,4339.55,4346.75,8762550,7347866
1643385600,4346.88,4349.13,4342.99,4343.83,8594870,7432843
1643385660,4344.03,4344.79,4341.36,4341.36,6508410,7367596.5
1643385720,4341.35,4341.35,4337.38,4339.74,7082530,7290944
1643385780,4339.73,4344.43,4339.72,4341.85,6318620,7309543
1643385840,4341.86,4341.86,4335.54,4336.27,5832120,7289382.5
1643385900,4336.56,4340.58,4336.52,4339.35,5349000,7169405
1643385960,4339.4,4341.3,4338.04,4340.14,5118620,7083581
1643386020,4340.07,4340.46,4337.65,4337.65,4838000,6878653.5
1643386080,4337.87,4343.89,4337.75,4343.23,5398250,6873456.5
1643386140,4342.38,4344.79,4342,4343.76,5558640,6725395.5
1643386200,4344.35,4352.01,4343.54,4352.01,6568230,6663392
1643386260,4352.12,4355.49,4351.77,4355.1,7798710,6682047.5
1643386320,4355.3,4355.32,4352.94,4354.8,7894130,6750969
1643386380,4354.66,4354.66,4353.15,4353.48,5476010,6657886.5
1643386440,4353.37,4354.96,4353.31,4354.93,5349870,6562157
1643386500,4354.43,4360.06,4354.43,4360.06,6882090,6537276
1643386560,4360.18,4361.56,4359.25,4361.56,6915370,6510470.5
1643386620,4361.56,4364.23,4361.53,4364.2,6614640,6464285.5
1643386680,4364.23,4366.77,4364.13,4364.84,7951630,6540614.5
1643386740,4364.92,4365.72,4363.55,4364.09,6380660,6421520
1643386800,4364.54,4366.64,4363.66,4364.36,6631140,6323333.5
1643386860,4364.36,4365.27,4362.08,4362.08,5868950,6291360.5
1643386920,4362.05,4362.45,4359.57,4359.57,5775380,6226003
1643386980,4360.66,4362.58,4360.66,4362.13,5834440,6201794
1643387040,4362.12,4363.1,4360.4,4362.96,5469720,6183674
1643387100,4362.87,4366.67,4361.71,4366.67,5277240,6180086
1643387160,4366.94,4370.03,4366.33,4369.77,5693200,6208815
1643387220,4369.77,4369.77,4365.51,4367.57,6774440,6305637
1643387280,4367.67,4367.83,4365.44,4365.56,5633910,6317420
1643387340,4365.66,4366.12,4361.52,4363.69,6433750,6361175.5
1643387400,4363.67,4365.38,4360.86,4360.86,8888590,6477193.5
